chr,start,end,peak_id,score
chr1,6930382,6932215,peak_00227,591
chr1,6956344,6958070,peak_01488,441
chr1,6973315,6974341,peak_02981,902
chr1,6994862,6996411,peak_02566,418
chr1,7026273,7027622,peak_04172,580
chr1,7057424,7059115,peak_02457,871
chr1,7063109,7063799,peak_00113,284
chr1,7077450,7078121,peak_01371,755
chr1,7081274,7082419,peak_03738,539
chr1,7090004,7090692,peak_04209,582
chr1,7093612,7094313,peak_01189,358
chr1,7095408,7097097,peak_03673,519
chr1,7110003,7110292,peak_04410,832
chr1,7111038,7111193,peak_00338,666
chr1,7113981,7114112,peak_03815,866
chr1,7125540,7126717,peak_02065,357
chr1,7146279,7147221,peak_04359,346
chr1,7146633,7148414,peak_01510,179
chr1,7147690,7148646,peak_01444,799
chr1,7150655,7151903,peak_04982,393
chr1,7153343,7154033,peak_02854,934
chr1,7172658,7174585,peak_02550,500
chr1,7175783,7175897,peak_00356,195
chr1,7186277,7188029,peak_02429,612
chr1,7196543,7197204,peak_00118,61
chr1,7201791,7202642,peak_04236,110
chr1,7211872,7213380,peak_01558,987
chr1,7214230,7214590,peak_03734,202
chr1,7220403,7221297,peak_00683,142
chr1,7228584,7230292,peak_04630,179
chr1,7242665,7243712,peak_01694,945
chr1,7249315,7250988,peak_00302,420
chr1,7250713,7252586,peak_04185,988
chr1,7262357,7263639,peak_03622,256
chr1,7267876,7268124,peak_01409,313
chr1,7273457,7274416,peak_00010,657
chr1,7281691,7282981,peak_04722,803
chr1,7282647,7282926,peak_04316,661
chr1,7285845,7286210,peak_04640,179
chr1,7305441,7307236,peak_03831,144
chr1,7312713,7314166,peak_03517,926
chr1,7326352,7326670,peak_02759,361
chr1,7329505,7331130,peak_04138,732
chr1,7332058,7332767,peak_04206,662
chr1,7337081,7338893,peak_04528,409
chr1,7346959,7348617,peak_04465,898
chr1,7350751,7352548,peak_00493,307
chr1,7353037,7353211,peak_04222,977
chr1,7368677,7369036,peak_04589,883
chr1,7371291,7373038,peak_00941,434
chr1,7380802,7381259,peak_03806,483
chr1,7398738,7399453,peak_03234,484
chr1,7406305,7407574,peak_00694,468
chr1,7420756,7420879,peak_02608,643
chr1,7421200,7421703,peak_00384,390
chr1,7433527,7434418,peak_03014,678
chr1,7442476,7443991,peak_00731,947
chr1,7445686,7446512,peak_04103,804
chr1,7448994,7450974,peak_04219,344
chr1,7452722,7454106,peak_02371,226
chr1,7460634,7461041,peak_01810,85
chr1,7470720,7471751,peak_01486,875
chr1,7488155,7489538,peak_03543,506
chr1,7501221,7502290,peak_02922,844
chr1,7508508,7509923,peak_04688,689
chr1,7530061,7531824,peak_02910,30
chr1,7530694,7530824,peak_04493,869
chr1,7537603,7539083,peak_02383,624
chr1,7543803,7544404,peak_02008,847
chr1,7546640,7546813,peak_04315,663
chr1,7560298,7561325,peak_00868,576
chr1,7562033,7563132,peak_03227,150
chr1,7564737,7566109,peak_04574,243
chr1,7589545,7589782,peak_01457,858
chr1,7600463,7600684,peak_01077,655
chr1,7629508,7629883,peak_02639,211
chr1,7630324,7631282,peak_02686,744
chr1,7652649,7654065,peak_01817,506
chr1,7678757,7680084,peak_03508,585
chr1,7686901,7687225,peak_01290,353
chr1,7688904,7690599,peak_03221,135
chr1,7694725,7696702,peak_02335,148
chr1,7710636,7710879,peak_04921,734
chr1,7723596,7723857,peak_00618,639
chr1,7737292,7738010,peak_00380,474
chr1,7740502,7741294,peak_01056,262
chr1,7746662,7746764,peak_02263,256
chr1,7757605,7758423,peak_01566,656
chr1,7776332,7776778,peak_03208,100
chr1,7784158,7784454,peak_03160,638
chr1,7794081,7795872,peak_02822,857
chr1,7803672,7805511,peak_04979,86
chr1,7817757,7818094,peak_01205,643
chr1,7822230,7823972,peak_02589,162
chr1,7825180,7825900,peak_01772,490
chr1,7843740,7844717,peak_03017,694
chr1,7860839,7861406,peak_03652,29
chr1,7865195,7865787,peak_01857,850
chr1,7875231,7876319,peak_02872,889
chr1,7886734,7887275,peak_04667,70
chr1,7891258,7892045,peak_04969,644
chr1,7891880,7892185,peak_00851,773
chr1,7895001,7895440,peak_00367,342
chr1,7899804,7900814,peak_03892,764
chr1,7906578,7906926,peak_04710,402
chr1,7935794,7936742,peak_03469,732
chr1,7937279,7939240,peak_02738,595
chr1,7951005,7952849,peak_00593,140
chr1,7963671,7964305,peak_00448,532
chr1,7983269,7984994,peak_02926,738
chr1,7983980,7985426,peak_04288,67
chr1,7986697,7988001,peak_04451,230
chr1,8022471,8022632,peak_00658,920
chr1,8025414,8025883,peak_02555,565
chr1,8043446,8044804,peak_04951,204
chr1,8045835,8047469,peak_04543,505
chr1,8054357,8055450,peak_03228,502
chr1,8054833,8055209,peak_01001,351
chr1,8055184,8056616,peak_00505,490
chr1,8067694,8068946,peak_02114,303
chr1,8069993,8070230,peak_02223,24
chr1,8072035,8072352,peak_04324,529
chr1,8082591,8083310,peak_00287,331
chr1,8092259,8093122,peak_01276,721
chr1,8095767,8096215,peak_01436,303
chr1,8106926,8108060,peak_02754,655
chr1,8110111,8112099,peak_01211,625
chr1,8115075,8116308,peak_03689,689
chr1,8117988,8118805,peak_04729,771
chr1,8130350,8131824,peak_02625,650
chr1,8132892,8133934,peak_03754,536
chr1,8144871,8144978,peak_01361,895
chr1,8163047,8164645,peak_02170,631
chr1,8172211,8174121,peak_02224,868
chr1,8200205,8200428,peak_02774,13
chr1,8211841,8212351,peak_01960,517
chr1,8217023,8218498,peak_01166,383
chr1,8225507,8225622,peak_01636,33
chr1,8228848,8230673,peak_03763,133
chr1,8254385,8255895,peak_03001,87
chr1,8259126,8260849,peak_02106,122
chr1,8267770,8269396,peak_03987,144
chr1,8276085,8276813,peak_04029,171
chr1,8281049,8282993,peak_02944,548
chr1,8285784,8287297,peak_04820,918
chr1,8288819,8289509,peak_03781,944
chr1,8297978,8298330,peak_00346,335
chr1,8298201,8299190,peak_00702,180
chr1,8318499,8319879,peak_00553,928
chr1,8333221,8334168,peak_04479,357
chr1,8354590,8355477,peak_00823,128
chr1,8354811,8356666,peak_03489,411
chr1,8358529,8359829,peak_00592,939
chr1,8364798,8366793,peak_02967,917
chr1,8375151,8377058,peak_01929,183
chr1,8377279,8377519,peak_03097,51
chr1,8398630,8400383,peak_00056,757
chr1,8402295,8402580,peak_04341,192
chr1,8409911,8411146,peak_04916,333
chr1,8431315,8432351,peak_02020,274
chr1,8443287,8445239,peak_04258,479
chr1,8457316,8458195,peak_02806,604
chr1,8457998,8458392,peak_02709,44
chr1,8460474,8461332,peak_02022,779
chr1,8465362,8466128,peak_03361,268
chr1,8471304,8473201,peak_01821,978
chr1,8492025,8493543,peak_04257,496
chr1,8503859,8505522,peak_01908,52
chr1,8504902,8505924,peak_03246,871
chr1,8513056,8514455,peak_00979,282
chr1,8513162,8513860,peak_00718,728
chr1,8519944,8520809,peak_00541,620
chr1,8522979,8523833,peak_04150,289
chr1,8528221,8529187,peak_00339,312
chr1,8532208,8533612,peak_04582,514
chr1,8551019,8552028,peak_02142,546
chr1,8559079,8559221,peak_03520,153
chr1,8562401,8563521,peak_00989,191
chr1,8564709,8565957,peak_02614,262
chr1,8577582,8578585,peak_00407,122
chr1,8593606,8595535,peak_03408,170
chr1,8599023,8600558,peak_04320,743
chr1,8619737,8620511,peak_01334,947
chr1,8642175,8642440,peak_00194,380
chr1,8646654,8648644,peak_03410,894
chr1,8648773,8650718,peak_02272,468
chr1,8658788,8659366,peak_03955,479
chr1,8675416,8676387,peak_04417,801
chr1,8681752,8682852,peak_00466,700
chr1,8683030,8683662,peak_04361,735
chr1,8683236,8683983,peak_00467,493
chr1,8693883,8695456,peak_01766,618
chr1,8700272,8700706,peak_00011,419
chr1,8715936,8716422,peak_02620,863
chr1,8736475,8737406,peak_02775,500
chr1,8736609,8738177,peak_02777,281
chr1,8753580,8754132,peak_02974,447
chr1,8756809,8757018,peak_04260,454
chr1,8765269,8766914,peak_00464,651
chr1,8768433,8768701,peak_01220,596
chr1,8779730,8780768,peak_02021,947
chr1,8786932,8787697,peak_01641,356
chr1,8807777,8808808,peak_01483,171
chr1,8814677,8816037,peak_02543,590
chr1,8825386,8827014,peak_04644,232
chr1,8825602,8825865,peak_01831,225
chr1,8836901,8837163,peak_02153,153
chr1,8849175,8851088,peak_01024,708
chr1,8849470,8851426,peak_04511,628
chr1,8850646,8851686,peak_00531,729
chr1,8875062,8876080,peak_02164,227
chr1,8882227,8882727,peak_00043,180
chr1,8882633,8884403,peak_03698,918
chr1,8883463,8884297,peak_03864,57
chr1,8899922,8900484,peak_01100,828
chr1,8902093,8902274,peak_04435,201
chr1,8902371,8903743,peak_02053,588
chr1,8902614,8903460,peak_04056,602
chr1,8915931,8917336,peak_02244,263
chr1,8925631,8927388,peak_02152,718
chr1,8926403,8927644,peak_03524,733
chr1,8926603,8927217,peak_00258,57
chr1,8930616,8931097,peak_03487,811
chr1,8933709,8935639,peak_04713,157
chr1,8934332,8934874,peak_02249,642
chr1,8940359,8942135,peak_01783,471
chr1,8946202,8948156,peak_01902,804
chr1,8955752,8955888,peak_04247,99
chr1,8959348,8960697,peak_04118,965
chr1,8959551,8960737,peak_02994,399
chr1,8969209,8970195,peak_00570,566
chr1,8985211,8985712,peak_00678,261
chr1,9041141,9041485,peak_03601,199
chr1,9081484,9081697,peak_01471,606
chr1,9086391,9087823,peak_03429,708
chr1,9091435,9092891,peak_01501,236
chr1,9097542,9099410,peak_00704,369
chr1,9113081,9114629,peak_04501,348
chr1,9142252,9143671,peak_03033,133
chr1,9156647,9158199,peak_01177,816
chr1,9165034,9166549,peak_00226,457
chr1,9178254,9178678,peak_04051,332
chr1,9188665,9188887,peak_01478,580
chr1,9193852,9194245,peak_02391,50
chr1,9194485,9195432,peak_02968,772
chr1,9200135,9201864,peak_03209,256
chr1,9207341,9207547,peak_03022,129
chr1,9224559,9225503,peak_00065,881
chr1,9236883,9238433,peak_02747,161
chr1,9258770,9260111,peak_03472,193
chr1,9263390,9265102,peak_02090,870
chr1,9274182,9275483,peak_01724,515
chr1,9300987,9301628,peak_03536,946
chr1,9327121,9327946,peak_01623,12
chr1,9331238,9332793,peak_03129,970
chr1,9344271,9346134,peak_04557,761
chr1,9360059,9360486,peak_02595,270
chr1,9369590,9370237,peak_03415,737
chr1,9371433,9371725,peak_03321,618
chr1,9378058,9379388,peak_01791,949
chr1,9395404,9397034,peak_02835,126
chr1,9450240,9450504,peak_02157,635
chr1,9453788,9455052,peak_02447,715
chr1,9454676,9455681,peak_02624,522
chr1,9456371,9456906,peak_03155,395
chr1,9484929,9486548,peak_04763,858
chr1,9492611,9494359,peak_00562,579
chr1,9498678,9500543,peak_03224,102
chr1,9503896,9505610,peak_03115,861
chr1,9514695,9516229,peak_00180,148
chr1,9536818,9537875,peak_00693,197
chr1,9546474,9547924,peak_04241,913
chr1,9553154,9553866,peak_02105,491
chr1,9558049,9559239,peak_01756,507
chr1,9577607,9578940,peak_03600,487
chr1,9581036,9582254,peak_01829,942
chr1,9587187,9587853,peak_02536,327
chr1,9591758,9592927,peak_01231,118
chr1,9592216,9592790,peak_04349,311
chr1,9596423,9597937,peak_02104,57
chr1,9604451,9606275,peak_02445,313
chr1,9609640,9610946,peak_04944,913
chr1,9609690,9610698,peak_03375,523
chr1,9613593,9615523,peak_00645,724
chr1,9613943,9614934,peak_00536,208
chr1,9627214,9628100,peak_00568,898
chr1,9628140,9628298,peak_02029,781
chr1,9629232,9630116,peak_03024,744
chr1,9633946,9635326,peak_02283,630
chr1,9650974,9651482,peak_02727,366
chr1,9653805,9654161,peak_04776,824
chr1,9666138,9667907,peak_00069,825
chr1,9671669,9671838,peak_03403,167
chr1,9674998,9676948,peak_01028,669
chr1,9676819,9678642,peak_04059,201
chr1,9679706,9681064,peak_04425,949
chr1,9682692,9684076,peak_04474,929
chr1,9691824,9692705,peak_04001,883
chr1,9719445,9721238,peak_02863,20
chr1,9736512,9737893,peak_02309,384
chr1,9742972,9743660,peak_02103,568
chr1,9782840,9784658,peak_04200,134
chr1,9788797,9789009,peak_02698,957
chr1,9790912,9792508,peak_03863,550
chr1,9794738,9795517,peak_04224,540
chr1,9806910,9807949,peak_03813,678
chr1,9814943,9816261,peak_02337,783
chr1,9818130,9819415,peak_04073,416
chr1,9825254,9826068,peak_00881,894
chr1,9833288,9833450,peak_01147,358
chr1,9836512,9837370,peak_01941,564
chr1,9841748,9842789,peak_04213,352
chr1,9881262,9882112,peak_02805,665
chr1,9886395,9887457,peak_02165,267
chr1,9892833,9893098,peak_03486,238
chr1,9899424,9901088,peak_02503,653
chr1,9905664,9907241,peak_04239,724
chr1,9918830,9920533,peak_03919,501
chr1,9940531,9941993,peak_04006,860
chr1,9943230,9944023,peak_01066,664
chr1,9960826,9961744,peak_01164,622
chr1,9970392,9970739,peak_04220,318
chr1,9995586,9997233,peak_00651,64
chr1,9998612,10000382,peak_03369,522
chr1,10000785,10001425,peak_03426,995
chr1,10002830,10003888,peak_01250,620
chr1,10009117,10010232,peak_02390,609
chr1,10020738,10022138,peak_02763,975
chr1,10025358,10026119,peak_01336,197
chr1,10060316,10061523,peak_03637,842
chr1,10073501,10074319,peak_00389,630
chr1,10083148,10084199,peak_01397,985
chr1,10084633,10084764,peak_01362,94
chr1,10098200,10098709,peak_00138,553
chr1,10123561,10124764,peak_04573,288
chr1,10123639,10124814,peak_01207,625
chr1,10154064,10155044,peak_02798,58
chr1,10159779,10160391,peak_01620,947
chr1,10172781,10174549,peak_03845,271
chr1,10178087,10178725,peak_00726,670
chr1,10184293,10185289,peak_04190,55
chr1,10187474,10188707,peak_00203,774
chr1,10209592,10210880,peak_01506,576
chr1,10214011,10215190,peak_02016,964
chr1,10214649,10215508,peak_04595,179
chr1,10216012,10217187,peak_01721,614
chr1,10219399,10219748,peak_01242,260
chr1,10228566,10229418,peak_02424,865
chr1,10231039,10231871,peak_01936,167
chr1,10240024,10241725,peak_03902,771
chr1,10243395,10244403,peak_03862,257
chr1,10258776,10260416,peak_00792,747
chr1,10262247,10262810,peak_03437,653
chr1,10262516,10264052,peak_00423,129
chr1,10301395,10302504,peak_02193,487
chr1,10320160,10321768,peak_04375,716
chr1,10323062,10323294,peak_04565,522
chr1,10347447,10348705,peak_01779,324
chr1,10355236,10356041,peak_04068,151
chr1,10379683,10380608,peak_02113,982
chr1,10380046,10381818,peak_01863,505
chr1,10427638,10429206,peak_04708,794
chr1,10427871,10428689,peak_01004,921
chr1,10432634,10432866,peak_01230,411
chr1,10448340,10449138,peak_04003,964
chr1,10450336,10451515,peak_02001,63
chr1,10450551,10451079,peak_04815,847
chr1,10477094,10477438,peak_02990,113
chr1,10493047,10493831,peak_02681,311
chr1,10511059,10511705,peak_03484,180
chr1,10513846,10514595,peak_03501,373
chr1,10542119,10542893,peak_04388,333
chr1,10560096,10560502,peak_01204,402
chr1,10587930,10589200,peak_01706,766
chr1,10598980,10600585,peak_04024,611
chr1,10600527,10600940,peak_00051,644
chr1,10607067,10608720,peak_03793,199
chr1,10614710,10616309,peak_01846,786
chr1,10626388,10626806,peak_00903,414
chr1,10626524,10628184,peak_00900,103
chr1,10641794,10642899,peak_04246,551
chr1,10648082,10649623,peak_03048,763
chr1,10667313,10668983,peak_01141,605
chr1,10670489,10671459,peak_01193,727
chr1,10672511,10673680,peak_01996,597
chr1,10690358,10691956,peak_04345,378
chr1,10697885,10699396,peak_03584,952
chr1,10710527,10711508,peak_02050,829
chr1,10713590,10713857,peak_00631,880
chr1,10734535,10734658,peak_00216,638
chr1,10742830,10743584,peak_01943,563
chr1,10756839,10757346,peak_00000,585
chr1,10761409,10762975,peak_03878,982
chr1,10786137,10786766,peak_01368,144
chr1,10790289,10791954,peak_03909,860
chr1,10812056,10814018,peak_03618,250
chr1,10818081,10818809,peak_03074,466
chr1,10842966,10844053,peak_03047,675
chr1,10868586,10868943,peak_03296,511
chr1,10870026,10871862,peak_02979,437
chr1,10887142,10888118,peak_03262,667
chr1,10894623,10894854,peak_02622,406
chr1,10901239,10901715,peak_02923,991
chr1,10918421,10919109,peak_01453,447
chr1,10918847,10919428,peak_02120,891
chr1,10921284,10921565,peak_00355,327
chr1,10924436,10924874,peak_01718,427
chr1,10926009,10927702,peak_03495,236
chr1,10939544,10939657,peak_04011,610
chr1,10956464,10957360,peak_04365,566
chr1,10959924,10961162,peak_04181,141
chr1,10964082,10965651,peak_04480,485
chr1,10981491,10981805,peak_03960,304
chr1,10981654,10982826,peak_01443,918
chr1,10989165,10989636,peak_01329,205
chr1,11003701,11004621,peak_03447,11
chr1,11007064,11007415,peak_02757,685
chr1,11014386,11015327,peak_04744,412
chr1,11017763,11017874,peak_02382,39
chr1,11039473,11039656,peak_03821,433
chr1,11048893,11049407,peak_02299,700
chr1,11050179,11050869,peak_03470,949
chr1,11065476,11066576,peak_01916,354
chr1,11073690,11074149,peak_00716,717
chr1,11079397,11081043,peak_03290,816
chr1,11094954,11096316,peak_02138,888
chr1,11109387,11110191,peak_00495,723
chr1,11121059,11121533,peak_00017,460
chr1,11126336,11126717,peak_03657,872
chr1,11152196,11154010,peak_00808,742
chr1,11177156,11178895,peak_04456,246
chr1,11192227,11193777,peak_01544,53
chr1,11192549,11193861,peak_00555,884
chr1,11225458,11226347,peak_03894,532
chr1,11239288,11239908,peak_03906,80
chr1,11241279,11241457,peak_03304,945
chr1,11243099,11243903,peak_00390,676
chr1,11244570,11246217,peak_03921,907
chr1,11246050,11246185,peak_01366,532
chr1,11247141,11247888,peak_00358,182
chr1,11248952,11250733,peak_01295,355
chr1,11259747,11261278,peak_02303,659
chr1,11266298,11267399,peak_01682,692
chr1,11266680,11267770,peak_04321,431
chr1,11286077,11287136,peak_03577,470
chr1,11294472,11295172,peak_02121,798
chr1,11304501,11304904,peak_00352,784
chr1,11309199,11310196,peak_04323,179
chr1,11311516,11312556,peak_03741,635
chr1,11329983,11330138,peak_03169,436
chr1,11348332,11348718,peak_01676,522
chr1,11349806,11350451,peak_03418,862
chr1,11354023,11355002,peak_01096,932
chr1,11365389,11366467,peak_03161,281
chr1,11371302,11372701,peak_03283,856
chr1,11387933,11388605,peak_02237,804
chr1,11390618,11392473,peak_03755,946
chr1,11405051,11406344,peak_04584,369
chr1,11420330,11421592,peak_01845,199
chr1,11421021,11421672,peak_03665,954
chr1,11421984,11422337,peak_01521,85
chr1,11422208,11423794,peak_03784,933
chr1,11422924,11423853,peak_04426,34
chr1,11423325,11423837,peak_04590,23
chr1,11424952,11426234,peak_03990,577
chr1,11425505,11426112,peak_01904,701
chr1,11425894,11427645,peak_00156,740
chr1,11443228,11444611,peak_04537,989
chr1,11448799,11449374,peak_04807,356
chr1,11451106,11451681,peak_04767,506
chr1,11475864,11477112,peak_00852,57
chr1,11476071,11476814,peak_02788,915
chr1,11478088,11479241,peak_00999,332
chr1,11485591,11486733,peak_04788,243
chr1,11501548,11503317,peak_02541,80
chr1,11504772,11506551,peak_03920,633
chr1,11512768,11513605,peak_04889,599
chr1,11519410,11520319,peak_03331,616
chr1,11519688,11521275,peak_00783,900
chr1,11524857,11526154,peak_00313,605
chr1,11528696,11529440,peak_04134,685
chr1,11538298,11538575,peak_03623,332
chr1,11547107,11548373,peak_04530,169
chr1,11548488,11549165,peak_01675,807
chr1,11549981,11550732,peak_03504,713
chr1,11559050,11560210,peak_04987,483
chr1,11571592,11572135,peak_01146,856
chr1,11572193,11573725,peak_01703,465
chr1,11574306,11574680,peak_03611,366
chr1,11581991,11582972,peak_00893,388
chr1,11595731,11597633,peak_01269,406
chr1,11605004,11606523,peak_04527,528
chr1,11605961,11607692,peak_00600,44
chr1,11616844,11618440,peak_00894,19
chr1,11641128,11642457,peak_03127,543
chr1,11642076,11643051,peak_03253,238
chr1,11642272,11642884,peak_01671,313
chr1,11648995,11650755,peak_03859,481
chr1,11652699,11654448,peak_02820,380
chr1,11653354,11653643,peak_00044,766
chr1,11670011,11670448,peak_03756,178
chr1,11685920,11687461,peak_00406,380
chr1,11693256,11693521,peak_03527,838
chr1,11723247,11724061,peak_00558,849
chr1,11723724,11725636,peak_03578,355
chr1,11765499,11765724,peak_00475,420
chr1,11769436,11769781,peak_00267,204
chr1,11774315,11775993,peak_03180,597
chr1,11776938,11777871,peak_00222,184
chr1,11781938,11782298,peak_00533,897
chr1,11796695,11797105,peak_01314,234
chr1,11801314,11801812,peak_04601,684
chr1,11802211,11802552,peak_03976,747
chr1,11804695,11806221,peak_02461,79
chr1,11806122,11806772,peak_02829,905
chr1,11823556,11824675,peak_03055,976
chr1,11827962,11829054,peak_04018,962
chr1,11829422,11829862,peak_03811,634
chr1,11835581,11835881,peak_04121,242
chr1,11853929,11854210,peak_01089,824
chr1,11868584,11869722,peak_01132,433
chr1,11871690,11872311,peak_02921,485
chr1,11879907,11880467,peak_01959,527
chr1,11884668,11886025,peak_01597,931
chr1,11886251,11887268,peak_00502,414
chr1,11887552,11888218,peak_02069,100
chr1,11899689,11900868,peak_03222,249
chr1,11900865,11902381,peak_01418,271
chr1,11903299,11903491,peak_03718,15
chr1,11917125,11918707,peak_01392,305
chr1,11929691,11929813,peak_03021,28
chr1,11938764,11939475,peak_00670,87
chr1,11940918,11942518,peak_01668,569
chr1,11949323,11949600,peak_00147,52
chr1,11954997,11956203,peak_03213,824
chr1,11973567,11974077,peak_02266,550
chr1,11973995,11975830,peak_04894,742
chr1,11974416,11975227,peak_03387,903
chr1,11978619,11979469,peak_03931,569
chr1,11982306,11983591,peak_02027,32
